MGI.symbol,HGNC.symbol
Klk1b24,KLK2
Klk1b24,KLK1
Tac2,TAC3
Bsx,BSX
Foxa3,FOXA3
Camta1,CAMTA1
Ighv8-8,IGHV2OR16-5
Ighv8-8,IGHV2-5
Ighv8-8,IGHV2-70D
Ighv8-8,IGHV2-70
Gm25106,RNU2-65P
Fchsd1,FCHSD1
Phf14,PHF14
Sema4g,SEMA4G
Aldoa,ALDOA
Cramp1,CRAMP1
Snx32,SNX32
Gm25684,RNU6-592P
Slc6a11,SLC6A11
Epcam,EPCAM
Usp28,USP28
Gm22114,RNU6-485P
Ankrd6,ANKRD6
Fez1,FEZ1
Ckap2,CKAP2
Fkbp5,FKBP5
Ddah2,DDAH2
Spin2d,SPIN2A
Mdga1,MDGA1
Ighv1-75,IGHV1-45
Ighv1-75,IGHV1-46
Ighv1-75,IGHV1-58
Ighv1-75,IGHV1-3
Ighv1-75,IGHV1-69
Ighv1-75,IGHV1-69-2
Ighv1-75,IGHV1-69D
Aggf1,AGGF1
Zfp874b,ZNF195
Ehd1,EHD1
Trappc12,TRAPPC12
Pradc1,PRADC1
Cltc,CLTC
Acyp2,ACYP2
Arfgef3,ARFGEF3
Snord116l14,SNORD116-5
Snord116l14,SNORD116-1
Snord116l14,SNORD116-3
Srbd1,SRBD1
Gm23262,SNORD97
Zrsr1,ZRSR2
Fbxo34,FBXO34
Zfp953,ZNF85
Zfp953,ZNF682
Zfp953,ZNF724
Gm13102,PRAMEF18
Gm13102,PRAMEF2
Gm13102,PRAMEF4
Gm13102,PRAMEF13
Gm13102,PRAMEF10
Gm13102,PRAMEF11
Gm13102,PRAMEF1
Gm13102,PRAMEF6
Gm13102,PRAMEF5
Gm13102,PRAMEF33
Gm13102,PRAMEF7
Gm13102,PRAMEF8
Pgm2l1,PGM2L1
Rapgef5,RAPGEF5
Sap18b,SAP18
Spout1,SPOUT1
Lypd1,LYPD1
Vip,VIP
Snord116l10,SNORD116-5
Snord116l10,SNORD116-1
Snord116l10,SNORD116-3
Spaca1,SPACA1
Smg9,SMG9
Try10,PRSS3
Zcchc18,ZCCHC12
Krt75,KRT75
Dusp5,DUSP5
Dnaaf6b,DNAAF6
Gm23744,RNU2-72P
Gxylt2,GXYLT2
Abhd16a,ABHD16A
Gse1,GSE1
Gm26359,RNU6-795P
Gm26359,RNU6-1170P
Ywhag,YWHAG
Tmppe,TMPPE
Sorcs3,SORCS3
Hand2,HAND2
Ncald,NCALD
Ighv1-76,IGHV1-45
Ighv1-76,IGHV1-46
Ighv1-76,IGHV1-58
Ighv1-76,IGHV1-3
Ighv1-76,IGHV1-69
Ighv1-76,IGHV1-69-2
Ighv1-76,IGHV1-69D
Mrpl19,MRPL19
Gm25855,SNORD25
Cdh17,CDH17
Lrrc3b,LRRC3B
Zfp536,ZNF536
Net1,NET1
Krtap5-5,KRTAP5-2
Krtap5-5,KRTAP5-5
Lztr1,LZTR1
Galm,GALM
Cpt1b,CPT1B
Hba-a2,HBA2
Hba-a2,HBA1
Marchf9,MARCHF9
Mlkl,MLKL
Nop10,NOP10
Snord116l6,SNORD116-5
Snord116l6,SNORD116-1
Snord116l6,SNORD116-3
Mtch2,MTCH2
Ndufa5,NDUFA5
Strn3,STRN3
Ttll9,TTLL9
Eif2s1,EIF2S1
4930430F08Rik,C12orf29
Trappc14,TRAPPC14
Fastkd2,FASTKD2
Dmc1,DMC1
Gm26099,RNU6-998P
Kcnj3,KCNJ3
Fbxo6,FBXO6
Fads3,FADS3
Gm24143,SNORA38
Slc6a5,SLC6A5
Csf2rb2,CSF2RB
Cdkn2c,CDKN2C
Bst1,BST1
Gm20547,CFB
Msantd1,MSANTD1
Med12,MED12
Hacd4,HACD4
Tnfrsf1b,TNFRSF1B
Pate3,PATE3
Pcsk1n,PCSK1N
Gpr34,GPR34
Ccdc81,CCDC81
Fam193b,FAM193B
Kif20a,KIF20A
Usp30,USP30
Frmpd3,FRMPD3
Fbxo16,FBXO16
Snord14d,SNORD14D
Sgo2b,SGO2
Trp73,TP73
Ifitm5,IFITM5
Gm20509,KHDC3L
Wdr86,WDR86
Dhdh,DHDH
Plekhg1,PLEKHG1
Polh,POLH
Borcs8,BORCS8
Gpr182,GPR182
Galnt6,GALNT6
Snord23,SNORD23
Scmh1,SCMH1
Pex13,PEX13
Gm23355,RNU6-18P
Abcf2,ABCF2
Krtap5-1,KRTAP5-2
Krtap5-1,KRTAP5-5
Nrep,NREP
Pdzd7,PDZD7
Ubr5,UBR5
Gm6592,SSX4B
Gm6592,SSX2
Fbxl2,FBXL2
Galnt14,GALNT14
Psg19,CEACAM21
Tmem82,TMEM82
Rab21,RAB21
Eya1,EYA1
Gpld1,GPLD1
Gm24336,SNORA12
Gcc1,GCC1
Hspa1a,HSPA1A
Hspa1a,HSPA1B
Slc5a5,SLC5A5
Cpsf3,CPSF3
C7,C7
Gm25362,RNU6-158P
Gm20820,SYCP3
Ripk1,RIPK1
Arhgef16,ARHGEF16
Tmem60,TMEM60
Camk2g,CAMK2G
Grpel2,GRPEL2
Obp2b,OBP2A
Obp2b,OBP2B
Atp1a3,ATP1A3
Ildr1,ILDR1
Ifna11,IFNA5
Ifna11,IFNA21
Fgb,FGB
Arr3,ARR3
Nkain1,NKAIN1
Pmch,PMCH
Ighv1-49,IGHV1-45
Ighv1-49,IGHV1-46
Ighv1-49,IGHV1-58
Ighv1-49,IGHV1-3
Ighv1-49,IGHV1-69
Ighv1-49,IGHV1-69-2
Ighv1-49,IGHV1-69D
Dmap1,DMAP1
Gimap4,GIMAP4
Cntnap2,CNTNAP2
Appl2,APPL2
Gm23186,RNU6-1324P
Gm23186,RNU6-392P
Gm25157,SNORD116-5
Gm25157,SNORD116-1
Gm25157,SNORD116-3
Adam29,ADAM29
Hgsnat,HGSNAT
Nck1,NCK1
Dact1,DACT1
Qprt,QPRT
Spice1,SPICE1
Nampt,NAMPT
Clec4f,CLEC4F
Ackr3,ACKR3
Crh,CRH
Gm5169,SYCP3
Stoml2,STOML2
1700013H16Rik,SYCP3
Slc51b,SLC51B
Jpt2,JPT2
Gm25979,SNORA70C
Gm25979,SNORA70G
Gm25979,SNORA70E
Tgfb1i1,TGFB1I1
Prss53,PRSS53
Gm10096,SYCP3
Tmem210,TMEM210
Ccnd2,CCND2
Glrx,GLRX
Prox2,PROX2
Cdc37,CDC37
Il17a,IL17A
H2-Q2,HLA-E
Spa17,SPA17
Mir32,MIR32
Arfgap3,ARFGAP3
Nlrc3,NLRC3
Gm50451,SNORD93
H2-DMa,HLA-DMA
Dctn3,DCTN3
Fuom,FUOM
Gm23472,RNU2-1
Ptgfr,PTGFR
4931406C07Rik,C11orf54
Coa3,COA3
Clvs1,CLVS1
Sfxn1,SFXN1
Gpc1,GPC1
Rfesd,RFESD
Ftsj3,FTSJ3
Ctag2l1,CTAG1B
Ctag2l1,CTAG2
Cyp7a1,CYP7A1
Serpinb1c,SERPINB1
Wdr18,WDR18
Tmem263,TMEM263
Nrarp,NRARP
Spock1,SPOCK1
Aqp8,AQP8
Sulf2,SULF2
Tmem212,TMEM212
Sptb,SPTB
Gripap1,GRIPAP1
Ccdc88b,CCDC88B
Ap1b1,AP1B1
Gm20917,SPIN2A
Gm20737,SPIN2A
Il36rn,IL36RN
Myod1,MYOD1
Pramel21,PRAMEF18
Pramel21,PRAMEF2
Pramel21,PRAMEF4
Pramel21,PRAMEF13
Pramel21,PRAMEF10
Pramel21,PRAMEF11
Pramel21,PRAMEF1
Pramel21,PRAMEF6
Pramel21,PRAMEF5
Pramel21,PRAMEF33
Pramel21,PRAMEF7
Pramel21,PRAMEF8
Wrap73,WRAP73
Sirt3,SIRT3
Gm22192,SNORD62A
Trim32,TRIM32
Inpp5e,INPP5E
Gpr176,GPR176
Adad2,ADAD2
Slc35f1,SLC35F1
Plag1,PLAG1
Palb2,PALB2
Scg3,SCG3
Fam122c,PABIR3
Stox2,STOX2
Rab28,RAB28
Sarnp,SARNP
Bhmt,BHMT
Otx1,OTX1
Dhh,DHH
Cldn9,CLDN9
Adamts18,ADAMTS18
Pigbos1,PIGBOS1
Oog1,PRAMEF18
Oog1,PRAMEF2
Oog1,PRAMEF4
Oog1,PRAMEF13
Oog1,PRAMEF10
Oog1,PRAMEF11
Oog1,PRAMEF1
Oog1,PRAMEF6
Oog1,PRAMEF5
Oog1,PRAMEF33
Oog1,PRAMEF7
Oog1,PRAMEF8
Gna15,GNA15
Il21r,IL21R
Pvr,PVR
Gm24357,SNORD6
Gm44503,DNAAF4
Cldn34b4,CLDN34
Gm21943,SPIN2A
Ighv8-11,IGHV2OR16-5
Ighv8-11,IGHV2-5
Ighv8-11,IGHV2-70D
Ighv8-11,IGHV2-70
Mog,MOG
Akr1b8,AKR1B10
Gnai1,GNAI1
Pak1,PAK1
Yjefn3,YJEFN3
Dock1,DOCK1
Gm21969,IFFO2
Gm20824,SYCP3
Prxl2c,PRXL2C
Ctag2,CTAG1B
Ctag2,CTAG2
Zkscan2,ZKSCAN2
Barhl1,BARHL1
Bloc1s3,BLOC1S3
Apob,APOB
Ablim2,ABLIM2
Psg25,CEACAM21
Psmg4,PSMG4
Nup35,NUP35
Cebpd,CEBPD
Fbxl6,FBXL6
Itgb1,ITGB1
Mest,MEST
Rph3a,RPH3A
Parp16,PARP16
Ppif,PPIF
Tmem209,TMEM209
Zfp706,ZNF706
Ndufb6,NDUFB6
Gm28510,SYCP3
Gtf3c6,GTF3C6
Kbtbd13,KBTBD13
Cdk6,CDK6
Hdac6,HDAC6
Ppp6r1,PPP6R1
H1f1,H1-1
Nutf2,NUTF2
Cep164,CEP164
H2-K1,HLA-E
Ppp1r18,PPP1R18
Paxip1,PAXIP1
Mir129b,MIR129-2
Gsn,GSN
Plekhg3,PLEKHG3
Apol6,APOL6
Syt17,SYT17
Gatm,GATM
Heg1,HEG1
Yju2,YJU2
Trav3-3,TRAV5
BC053393,HAVCR1
Ndufb4,NDUFB4
Fa2h,FA2H
Plcxd3,PLCXD3
Mrps30,MRPS30
Fam174b,FAM174B
Sfxn5,SFXN5
Snord116l7,SNORD116-5
Snord116l7,SNORD116-1
Snord116l7,SNORD116-3
Tcp10b,TCP10L2
Limk1,LIMK1
Prune2,PRUNE2
Mef2b,MEF2B
Pramel41,PRAMEF18
Pramel41,PRAMEF2
Pramel41,PRAMEF4
Pramel41,PRAMEF13
Pramel41,PRAMEF10
Pramel41,PRAMEF11
Pramel41,PRAMEF1
Pramel41,PRAMEF6
Pramel41,PRAMEF5
Pramel41,PRAMEF33
Pramel41,PRAMEF7
Pramel41,PRAMEF8
Fat3,FAT3
Nup37,NUP37
Alg10b,ALG10
Hsf1,HSF1
Pramel50,PRAMEF18
Pramel50,PRAMEF2
Pramel50,PRAMEF4
Pramel50,PRAMEF13
Pramel50,PRAMEF10
Pramel50,PRAMEF11
Pramel50,PRAMEF1
Pramel50,PRAMEF6
Pramel50,PRAMEF5
Pramel50,PRAMEF33
Pramel50,PRAMEF7
Pramel50,PRAMEF8
Ednra,EDNRA
Spz1,SPZ1
Gm13694,CWC22
Ppp2r5d,PPP2R5D
Zbtb1,ZBTB1
Kazald1,KAZALD1
Slc7a13,SLC7A13
Trav13n-3,TRAV22
Gm28961,SYCP3
Izumo3,IZUMO3
Gm20521,BCL2L2-PABPN1
Ifna15,IFNA5
Ifna15,IFNA21
Itih4,ITIH4
Rnaseh1,RNASEH1
Lpar1,LPAR1
Glb1l2,GLB1L2
Macir,MACIR
Fkbp11,FKBP11
Frmpd4,FRMPD4
Hkdc1,HKDC1
4930524B15Rik,C5orf47
Gm22747,RNU6-611P
Dlgap3,DLGAP3
Synj2bp,SYNJ2BP
Ighv1-7,IGHV1-45
Ighv1-7,IGHV1-46
Ighv1-7,IGHV1-58
Ighv1-7,IGHV1-3
Ighv1-7,IGHV1-69
Ighv1-7,IGHV1-69-2
Ighv1-7,IGHV1-69D
Gm21858,SYCP3
Gm24400,RNU6-914P
B3gnt4,B3GNT4
Oxct2a,OXCT2
Sbspon,SBSPON
Hivep2,HIVEP2
Cdipt,CDIPT
Dnajb13,DNAJB13
Zfp426,ZNF426
Sybu,SYBU
Alpl,ALPL
Tceal6,TCEAL6
Cct4,CCT4
Rrs1,RRS1
Snora73b,RNU105C
Lcn10,LCN10
Pou6f2,POU6F2
Ifit1,IFIT1B
Snrnp40,SNRNP40
Fam168a,FAM168A
Rhox10,SHOX
Gm22956,RNU4-25P
Stk32a,STK32A
Rmi2,RMI2
Mphosph6,MPHOSPH6
Timmdc1,TIMMDC1
Rnf144b,RNF144B
Hoxb13,HOXB13
Pax7,PAX7
Gm21650,SYCP3
Asah2,ASAH2B
Gsdmc2,GSDMC
Slc4a10,SLC4A10
Krtap5-2,KRTAP9-2
Krtap5-2,KRTAP9-4
Krtap5-2,KRTAP9-3
Krtap5-2,KRTAP9-9
Zbtb10,ZBTB10
Phrf1,PHRF1
Igf2bp1,IGF2BP1
Nt5dc3,NT5DC3
Prrt1,PRRT1
Ms4a7,MS4A7
Phykpl,PHYKPL
Cep112,CEP112
Alg11,ALG11
Daam1,DAAM1
Gsdmc,GSDMC
Adra1b,ADRA1B
Efhb,EFHB
Gm14459,SSX4B
Gm14459,SSX2
Kif2b,KIF2B
Polr2k,POLR2K
Shoc1,SHOC1
Gm23022,RNU2-34P
Gpr3,GPR3
Tm2d1,TM2D1
Amer2,AMER2
Fus,FUS
Rnf183,RNF183
Hypk,HYPK
Zfy2,ZNF837
Zfy2,ZNF584
Zfy2,ZNF586
Zfy2,ZNF480
Zfy2,ZNF610
Zfy2,ZNF548
Zfy2,ZNF561
Zfy2,ZNF562
Zfy2,ZNF552
Zfy2,ZNF587B
Zfy2,ZNF256
Kcnc1,KCNC1
Dtx3,DTX3
Nfatc3,NFATC3
Zmym4,ZMYM4
Wee1,WEE1
Gmpr2,GMPR2
Ttll10,TTLL10
Hcfc2,HCFC2
Nt5dc2,NT5DC2
Fitm1,FITM1
Vat1l,VAT1L
Sowaha,SOWAHA
Naa40,NAA40
Gm23981,RNU6-159P
Triap1,TRIAP1
Eid2b,EID2B
Magea14,MAGEA10
Hs3st6,HS3ST6
Syde2,SYDE2
Snord116l2,SNORD116-5
Snord116l2,SNORD116-1
Snord116l2,SNORD116-3
Gpr31b,GPR31
Slc35b3,SLC35B3
Camkmt,CAMKMT
Ntan1,NTAN1
Ltv1,LTV1
Timm10,TIMM10
Pramel30,PRAMEF18
Pramel30,PRAMEF2
Pramel30,PRAMEF4
Pramel30,PRAMEF13
Pramel30,PRAMEF10
Pramel30,PRAMEF11
Pramel30,PRAMEF1
Pramel30,PRAMEF6
Pramel30,PRAMEF5
Pramel30,PRAMEF33
Pramel30,PRAMEF7
Pramel30,PRAMEF8
Usp51,USP51
Cmya5,CMYA5
Dmbt1,DMBT1
Gm26502,SNORD116-5
Gm26502,SNORD116-1
Gm26502,SNORD116-3
Coa4,COA4
Trmt10b,TRMT10B
Trav14d-2,TRAV23DV6
Gje1,GJE1
Nudt14,NUDT14
Mrpl18,MRPL18
Gm21874,SPIN2A
Gm20816,SPIN2A
Mepce,MEPCE
Uba1,UBA1
Igkv17-121,IGKV5-2
Gja3,GJA3
Slc35f6,SLC35F6
Kat8,KAT8
Sly,SYCP3
Slc16a8,SLC16A8
Gpha2,GPHA2
Klk15,KLK15
Thsd1,THSD1
Gm22876,RN7SL786P
Gm22876,RN7SL706P
Gm22876,RN7SL766P
Gm22876,RN7SL461P
Gm22876,RN7SL318P
Gm22876,RN7SL301P
Gm22876,RN7SL734P
Tbc1d31,TBC1D31
Cd200,CD200
Gm22960,RNU6-1207P
Gm22960,RNU6-978P
Gm22960,RNU6-666P
Gm22960,RNU6-452P
Gm22960,RNU6-596P
Gm22960,RNU6-811P
Ifngr1,IFNGR1
Elp3,ELP3
Zfand6,ZFAND6
Trbv13-2,TRBV10-1
Trbv13-2,TRBV10-2
Trbv13-2,TRBV10-3
Rgcc,RGCC
Aass,AASS
Mir218-1,MIR218-1
Ddit4,DDIT4
Krcc1,KRCC1
Thegl,THEGL
Zdhhc20,ZDHHC20
Orc6,ORC6
Myc,MYC
Sptbn1,SPTBN1
Gm2042,PRAMEF18
Gm2042,PRAMEF2
Gm2042,PRAMEF4
Gm2042,PRAMEF13
Gm2042,PRAMEF10
Gm2042,PRAMEF11
Gm2042,PRAMEF1
Gm2042,PRAMEF6
Gm2042,PRAMEF5
Gm2042,PRAMEF33
Gm2042,PRAMEF7
Gm2042,PRAMEF8
Hmcn2,HMCN2
Josd2,JOSD2
Spryd7,SPRYD7
Cyb5d1,CYB5D1
Nt5c1b,NT5C1B
Nt5c1b,NT5C1B-RDH14
Syvn1,SYVN1
Ighv1-23,IGHV1-45
Ighv1-23,IGHV1-46
Ighv1-23,IGHV1-58
Ighv1-23,IGHV1-3
Ighv1-23,IGHV1-69
Ighv1-23,IGHV1-69-2
Ighv1-23,IGHV1-69D
Sppl2c,SPPL2C
Slc2a6,SLC2A6
Otud5,OTUD5
Zscan22,ZSCAN22
Nudt12,NUDT12
Sobp,SOBP
Il36a,IL36A
Cdh8,CDH8
Mrpl2,MRPL2
Mrgprx2,MRGPRX4
Card6,CARD6
Prickle2,PRICKLE2
Sf3b3,SF3B3
Kcnmb4,KCNMB4
Trav14d-3-dv8,TRAV23DV6
Zfp87,ZNF195
P2ry2,P2RY2
Macroh2a2,MACROH2A2
Ffar1,FFAR1
Slc13a3,SLC13A3
Pgam1,PGAM4
Pi4k2b,PI4K2B
Xirp1,XIRP1
Asic3,ASIC3
Simc1,SIMC1
Eea1,EEA1
Allc,ALLC
Atp1b2,ATP1B2
Adck5,ADCK5
Mettl27,METTL27
Scrg1,SCRG1
1700037C18Rik,C16orf90
Gm21739,SYCP3
Mir330,MIR330
Skap1,SKAP1
Fbxo10,FBXO10
Prss3,PRSS3
Casc3,CASC3
Lrrn1,LRRN1
Fosb,FOSB
Emx1,EMX1
Oxnad1,OXNAD1
Noto,NOTO
Gm25321,RNU6-611P
Wdr5,WDR5
Hs6st2,HS6ST2
Eif3c,EIF3CL
Eif3c,EIF3C
Nxph3,NXPH3
Eif4a3l1,EIF4A3
Bche,BCHE
Snai3,SNAI3
Fkbp14,FKBP14
Ccno,CCNO
Kcnc2,KCNC2
Slc7a6os,SLC7A6OS
Gm20873,SPIN2A
Brsk1,BRSK1
Crtam,CRTAM
Pfn4,PFN4
B4galnt4,B4GALNT4
Slc36a2,SLC36A2
Tmem132d,TMEM132D
Nsd3,NSD3
Megf10,MEGF10
Atp6v1f,ATP6V1F
Cnrip1,CNRIP1
Capn13,CAPN13
Tmc1,TMC1
Mid1ip1,MID1IP1
Ctnnb1,CTNNB1
Fcnb,FCN1
Tgs1,TGS1
Zcwpw2,ZCWPW2
Pja2,PJA2
Ocstamp,OCSTAMP
Trbv19,TRBV19
Rgs9,RGS9
Ppp4r3a,PPP4R3A
Pramel7,PRAMEF18
Pramel7,PRAMEF2
Pramel7,PRAMEF4
Pramel7,PRAMEF13
Pramel7,PRAMEF10
Pramel7,PRAMEF11
Pramel7,PRAMEF1
Pramel7,PRAMEF6
Pramel7,PRAMEF5
Pramel7,PRAMEF33
Pramel7,PRAMEF7
Pramel7,PRAMEF8
Slc34a3,SLC34A3
Mroh2b,MROH2B
Atp2b3,ATP2B3
Crot,CROT
Gm25045,RNU6-781P
Max,MAX
Serpina1e,SERPINA1
Ppa1,PPA1
P2ry6,P2RY6
Ighv1-72,IGHV1-45
Ighv1-72,IGHV1-46
Ighv1-72,IGHV1-58
Ighv1-72,IGHV1-3
Ighv1-72,IGHV1-69
Ighv1-72,IGHV1-69-2
Ighv1-72,IGHV1-69D
Gm20888,SYCP3
Dll1,DLL1
Gm49368,ITGAM
Trav5d-4,TRAV13-1
Trav5d-4,TRAV13-2
Ubr2,UBR2
Tdrd6,TDRD6
Ms4a12,MS4A12
Ccdc61,CCDC61
Nub1,NUB1
Hspa8,HSPA8
Scrn1,SCRN1
Mipol1,MIPOL1
Klhl36,KLHL36
Duxbl1,DUX4
Lbh,LBH
Sgpp2,SGPP2
Gm13695,CWC22
Itgb3,ITGB3
Mir339,MIR339
Trav15-1-dv6-1,TRDV1
Pramel16,PRAMEF18
Pramel16,PRAMEF2
Pramel16,PRAMEF4
Pramel16,PRAMEF13
Pramel16,PRAMEF10
Pramel16,PRAMEF11
Pramel16,PRAMEF1
Pramel16,PRAMEF6
Pramel16,PRAMEF5
Pramel16,PRAMEF33
Pramel16,PRAMEF7
Pramel16,PRAMEF8
Map3k1,MAP3K1
Lcn8,LCN8
Ighv1-11,IGHV1-45
Ighv1-11,IGHV1-46
Ighv1-11,IGHV1-58
Ighv1-11,IGHV1-3
Ighv1-11,IGHV1-69
Ighv1-11,IGHV1-69-2
Ighv1-11,IGHV1-69D
Ttll11,TTLL11
Atg5,ATG5
Glg1,GLG1
D430041D05Rik,KIAA1549L
Ep400,EP400
Spin2e,SPIN2A
Coch,COCH
Rab3il1,RAB3IL1
Rsl1,ZNF195
Gjb5,GJB5
Hdac11,HDAC11
Cfap97d1,CFAP97D1
Csf2rb,CSF2RB
Gm7298,PZP
Adgra2,ADGRA2
Msantd3,MSANTD3
Zc3h12d,ZC3H12D
Gzma,GZMA
Fars2,FARS2
Gm23996,SNORA70C
Gm23996,SNORA70G
Gm23996,SNORA70E
Nr2f1,NR2F1
Gpr39,GPR39
Pramel4,PRAMEF18
Pramel4,PRAMEF2
Pramel4,PRAMEF4
Pramel4,PRAMEF13
Pramel4,PRAMEF10
Pramel4,PRAMEF11
Pramel4,PRAMEF1
Pramel4,PRAMEF6
Pramel4,PRAMEF5
Pramel4,PRAMEF33
Pramel4,PRAMEF7
Pramel4,PRAMEF8
Tubb4b,TUBB4B
Sh3yl1,SH3YL1
Klre1,KLRC3
Gm14819,SYCP3
Spag4,SPAG4
Mmd2,MMD2
Mir877,MIR877
Eps8l1,EPS8L1
Dusp8,DUSP8
Dnajc21,DNAJC21
Mfap3l,MFAP3L
Dlx3,DLX3
Slco5a1,SLCO5A1
Adhfe1,ADHFE1
Srp54a,SRP54
Cgrrf1,CGRRF1
Snca,SNCA
Gm10488,SYCP3
Tnfsf14,TNFSF14
Mrgpra3,MRGPRX4
Stxbp4,STXBP4
Catsperg2,CATSPERG
Bad,BAD
Tspan3,TSPAN3
Pira1,LILRB4
Mapkapk5,MAPKAPK5
Pfpl,MPEG1
Snora68,SNORA68
Ccndbp1,CCNDBP1
Usp9x,USP9X
Tnnt3,TNNT3
Slc7a7,SLC7A7
Trav10n,TRAV13-1
Trav10n,TRAV13-2
Dthd1,DTHD1
Slc35g1,SLC35G1
Chchd1,CHCHD1
Npc1l1,NPC1L1
Nck2,NCK2
Epha3,EPHA3
Btg1,BTG1
Sqle,SQLE
Dzip1l,DZIP1L
Zfp597,ZNF597
Trbv29,TRBV28
Rbfox2,RBFOX2
Pgk1,PGK1
Nckap1l,NCKAP1L
Pag1,PAG1
Pdzd2,PDZD2
Slc24a4,SLC24A4
Alpk1,ALPK1
Arpin,ARPIN-AP3S2
Arpin,ARPIN
Dhrs3,DHRS3
Adrb3,ADRB3
Tcaf1,TCAF1
Il18bp,IL18BP
Lpcat3,LPCAT3
Siae,SIAE
Rps19,RPS19
Tmem102,TMEM102
Nxt1,NXT1
Ifna16,IFNA5
Ifna16,IFNA21
Rnf141,RNF141
Mak,MAK
Pak4,PAK4
Trav7d-6,TRAV12-1
Trav7d-6,TRAV12-2
Trav7d-6,TRAV12-3
Nkx2-1,NKX2-1
Tdpoz6,SPOP
Adamts12,ADAMTS12
Tmem268,TMEM268
Gm23470,RNU1-29P
Gm25005,RNU1-146P
Tns2,TNS2
Abcf1,ABCF1
Ighv1-55,IGHV1-45
Ighv1-55,IGHV1-46
Ighv1-55,IGHV1-58
Ighv1-55,IGHV1-3
Ighv1-55,IGHV1-69
Ighv1-55,IGHV1-69-2
Ighv1-55,IGHV1-69D
Lum,LUM
Ndn,NDN
Tle4,TLE4
Ighv6-3,IGHV3-72
Ighv6-3,IGHV3-73
Med30,MED30
Gpc4,GPC4
Strip2,STRIP2
Snord116l5,SNORD116-5
Snord116l5,SNORD116-1
Snord116l5,SNORD116-3
Gm24615,SNORA20B
Rfwd3,RFWD3
Rab37,RAB37
Cfap77,CFAP77
Rab5a,RAB5A
Shisa9,SHISA9
Ptafr,PTAFR
Pramel14,PRAMEF18
Pramel14,PRAMEF2
Pramel14,PRAMEF4
Pramel14,PRAMEF13
Pramel14,PRAMEF10
Pramel14,PRAMEF11
Pramel14,PRAMEF1
Pramel14,PRAMEF6
Pramel14,PRAMEF5
Pramel14,PRAMEF33
Pramel14,PRAMEF7
Pramel14,PRAMEF8
Stmn2,STMN2
Mir450-2,MIR450A2
Galnt17,GALNT17
Tmem201,TMEM201
Ppp5c,PPP5C
Atp6v0a4,ATP6V0A4
Snord116l4,SNORD116-5
Snord116l4,SNORD116-1
Snord116l4,SNORD116-3
Rab36,RAB36
Rps5,RPS5
Fam227b,FAM227B
Ighv8-9,IGHV2OR16-5
Ighv8-9,IGHV2-5
Ighv8-9,IGHV2-70D
Ighv8-9,IGHV2-70
Hspb2,HSPB2
Hspb2,HSPB2-C11orf52
Gm21477,SYCP3
Pramel46,PRAMEF18
Pramel46,PRAMEF2
Pramel46,PRAMEF4
Pramel46,PRAMEF13
Pramel46,PRAMEF10
Pramel46,PRAMEF11
Pramel46,PRAMEF1
Pramel46,PRAMEF6
Pramel46,PRAMEF5
Pramel46,PRAMEF33
Pramel46,PRAMEF7
Pramel46,PRAMEF8
Hacd2,HACD2
Mir22,MIR22
Serpinb6b,SERPINB6
Rusf1,RUSF1
Mad2l1bp,MAD2L1BP
Spic,SPIC
Ccdc69,CCDC69
Slc25a28,SLC25A28
Ighv1-56,IGHV1-45
Ighv1-56,IGHV1-46
Ighv1-56,IGHV1-58
Ighv1-56,IGHV1-3
Ighv1-56,IGHV1-69
Ighv1-56,IGHV1-69-2
Ighv1-56,IGHV1-69D
Tnfrsf4,TNFRSF4
Avpr2,AVPR2
Nap1l4,NAP1L4
Erg28,ERG28
Rnf5,RNF5
Trav19,TRAV29DV5
Abcb4,ABCB4
Ssxb1,SSX4B
Ssxb1,SSX2
Kcnv2,KCNV2
Hbp1,HBP1
Snx19,SNX19
Trav6d-3,TRAV9-2
Slc26a7,SLC26A7
Gm10591,CCL21
Smad1,SMAD1
Trpd52l3,TPD52L3
Rbp1,RBP1
Trav6-4,TRAV9-2
C1rb,C1R
Tas1r2,TAS1R2
Neurl3,NEURL3
Sntg1,SNTG1
Rest,REST
Ighv1-24,IGHV1-45
Ighv1-24,IGHV1-46
Ighv1-24,IGHV1-58
Ighv1-24,IGHV1-3
Ighv1-24,IGHV1-69
Ighv1-24,IGHV1-69-2
Ighv1-24,IGHV1-69D
Tprgl,TPRG1L
Adam8,ADAM8
Rida,RIDA
Ear6,RNASE3
Mpc1,MPC1
Catsperg1,CATSPERG
Tlcd2,TLCD2
Gm26203,RNU6-341P
Gm26203,RNU6-1209P
Susd5,SUSD5
Sema3f,SEMA3F
Ppat,PPAT
Cdkn2aip,CDKN2AIP
Trav10,TRAV13-1
Trav10,TRAV13-2
Anpep,ANPEP
Tbx3,TBX3
Plau,PLAU
Arhgef12,ARHGEF12
Cyp2a5,CYP2A6
Cyp2a5,CYP2A13
Il9r,IL9R
Dync2i1,DYNC2I1
Dram1,DRAM1
Tcp10a,TCP10L2
Acot10,ACOT9
Snora33,SNORA33
Utp20,UTP20
St7,ST7
Lrrc10,LRRC10
Nlrp4c,NLRP4
Sypl,SYPL1
Zc2hc1b,ZC2HC1B
Hnrnpab,HNRNPAB
Creb3l1,CREB3L1
Ccdc148,CCDC148
Tob1,TOB1
Fbll1,FBLL1
Vipr2,VIPR2
Ndufaf6,NDUFAF6
